car_name,brand,car_model,model_year,transmission,body_type,fuel_type,engine_capacity,kilometers_run,price
Honda Grace DX 2017,Honda,Grace,2017,Automatic,Saloon,Hybrid,1500,30662,2050000
Honda CR-Z Sports 2014,Honda,CR-Z,2014,Automatic,SUV / 4x4,Hybrid,1500,17000,1750000
Nissan X-Trail Hybrid EBP 2016,Nissan,X-Trail,2016,Automatic,SUV / 4x4,Hybrid,2000,39000,3650000
Nissan X-Trail mode premium/4.5 2016,Nissan,X-Trail,2016,Automatic,SUV / 4x4,Hybrid,2000,30000,3920000
Toyota C-HR G LED RED Wine 2017,Toyota,C-HR,2017,Automatic,SUV / 4x4,Hybrid,1500,55000,3200000
Toyota C-HR G LED 2017,Toyota,C-HR,2017,Automatic,SUV / 4x4,Hybrid,1800,48000,3150000
Toyota C-HR G led 2017,Toyota,C-HR,2017,Automatic,SUV / 4x4,Hybrid,1800,86000,3200000
Toyota C-HR Hybrid G-LED 2017,Toyota,C-HR,2017,Automatic,SUV / 4x4,Hybrid,1800,30000,3150000
Toyota Harrier Non Hybrid ADV.PRM 2017,Toyota,Harrier,2017,Automatic,SUV / 4x4,Hybrid,2000,25000,7200000
Toyota Harrier Hybrid Progress ML 2017,Toyota,Harrier,2017,Automatic,SUV / 4x4,Hybrid,2500,20000,7300000
Toyota Harrier hybrid/PROGRESS 2017,Toyota,Harrier,2017,Automatic,SUV / 4x4,Hybrid,2500,33000,7250000
Nissan X-Trail EBP BROWN 2017,Nissan,X-Trail,2017,Automatic,SUV / 4x4,Hybrid,2000,33000,4550000
Nissan X-Trail MODE PREMIER 2017,Nissan,X-Trail,2017,Automatic,SUV / 4x4,Hybrid,2000,20000,4250000
Nissan X-Trail Black/sunroof 2017,Nissan,X-Trail,2017,Automatic,SUV / 4x4,Hybrid,2000,57000,4430000
Toyota Harrier PROGRESS METAL 2018,Toyota,Harrier,2018,Automatic,SUV / 4x4,Hybrid,2500,21000,7900000
Nissan X-Trail HYBRID BLACK COLOR 2018,Nissan,X-Trail,2018,Automatic,SUV / 4x4,Hybrid,2000,45000,4570000
Toyota Axio Fielder Hybrid 2013,Toyota,Axio,2013,Automatic,Estate,"Hybrid, Octane",1500,86215,1470000
Toyota Corolla FIELDER G LED LTD 2015,Toyota,Corolla,2015,Automatic,Estate,"Hybrid, Octane",1500,34333,1870000
Toyota Noah G Hyb Base. sit 2016,Toyota,Noah,2016,Automatic,Estate,"Hybrid, Octane",1800,77000,3050000
"Toyota Aqua TRD,G PUSH 2012",Toyota,Aqua,2012,Automatic,Hatchback,"Hybrid, Octane",1500,29950,1125000
Toyota Aqua G Super fresh 2013,Toyota,Aqua,2013,Automatic,Hatchback,"Hybrid, Octane",1500,42000,1185000
Toyota Aqua — G ’GS Model 2015,Toyota,Aqua,2015,Automatic,Hatchback,"Hybrid, Octane",1500,75104,1730000
Toyota Fielder HYBRID .. x ... 2016,Toyota,Fielder,2016,Automatic,Hatchback,"Hybrid, Octane",1500,34560,1620000
Toyota Fielder HYBRID .. x ... 2016,Toyota,Fielder,2016,Automatic,Hatchback,"Hybrid, Octane",1500,34560,1620000
Toyota Fielder X.HYBRID * 2016,Toyota,Fielder,2016,Automatic,Hatchback,"Hybrid, Octane",1500,34560,1620000
Toyota Prius S ... 2016,Toyota,Prius,2016,Automatic,Hatchback,"Hybrid, Octane",1800,34560,2100000
Toyota Noah Esquire.. Hybrid 2014,Toyota,Noah,2014,Automatic,MPV,"Hybrid, Octane",1797,53535,2545000
Toyota Alphard Executive Lounge— 2015,Toyota,Alphard,2015,Automatic,MPV,"Hybrid, Octane",2500,37856,8600000
Toyota Esquire g.i. প্রিমিয়াম 2015,Toyota,Esquire,2015,Automatic,MPV,"Hybrid, Octane",1800,85000,2750000
Toyota Esquire Black Gi Premium 2016,Toyota,Esquire,2016,Automatic,MPV,"Hybrid, Octane",1800,52000,3230000
Toyota Esquire [ XI- HYBRID ] 2016,Toyota,Esquire,2016,Automatic,MPV,"Hybrid, Octane",1800,30718,2750000
Toyota Esquire XI- HYBRID 2016,Toyota,Esquire,2016,Automatic,MPV,"Hybrid, Octane",1800,43107,2750000
Toyota Esquire GI 2016,Toyota,Esquire,2016,Automatic,MPV,"Hybrid, Octane",1800,45214,2850000
Toyota Noah [ X HYBRID ] .. 2016,Toyota,Noah,2016,Automatic,MPV,"Hybrid, Octane",1800,34175,2560000
Toyota Noah HYBRID X 2016,Toyota,Noah,2016,Automatic,MPV,"Hybrid, Octane",1800,30724,2500000
Toyota Esquire Gi Premium Pearl 2017,Toyota,Esquire,2017,Automatic,MPV,"Hybrid, Octane",1800,25608,3845000
Toyota Noah Purple WXB 2017,Toyota,Noah,2017,Automatic,MPV,"Hybrid, Octane",1800,62543,3180000
Toyota Aqua G Edition 2013,Toyota,Aqua,2013,Automatic,Saloon,"Hybrid, Octane",1500,52000,1120000
Toyota Axio Hybrid G. SP. EDT 2013,Toyota,Axio,2013,Automatic,Saloon,"Hybrid, Octane",1500,36000,1480000
Toyota Axio Hybrid G 2013,Toyota,Axio,2013,Automatic,Saloon,"Hybrid, Octane",1500,29550,1455000
Toyota Prius Gs Sports 2013,Toyota,Prius,2013,Automatic,Saloon,"Hybrid, Octane",1800,47000,1680000
Toyota Axio G hi brit loan 2014,Toyota,Axio,2014,Automatic,Saloon,"Hybrid, Octane",1500,41000,850000
Toyota Axio X Sliver Hybrid 2014,Toyota,Axio,2014,Automatic,Saloon,"Hybrid, Octane",1500,81304,1490000
Toyota Camry G SUNROOF 2014,Toyota,Camry,2014,Automatic,Saloon,"Hybrid, Octane",2500,20000,4300000
Honda Grace EX PKG 2014,Honda,Grace,2014,Automatic,Saloon,"Hybrid, Octane",1500,45243,1650000
Honda Vezel hybrid 2014,Honda,Vezel,2014,Automatic,Saloon,"Hybrid, Octane",1500,51000,1860000
Toyota Aqua hybrid 2015,Toyota,Aqua,2015,Automatic,Saloon,"Hybrid, Octane",1500,32420,1350000
Toyota Axio New Shape 2015,Toyota,Axio,2015,Automatic,Saloon,"Hybrid, Octane",1500,36000,1650000
Toyota Axio X Hybrid 2015,Toyota,Axio,2015,Automatic,Saloon,"Hybrid, Octane",1500,28889,1580000
Toyota Axio [ HYBRID -.. X ] 2015,Toyota,Axio,2015,Automatic,Saloon,"Hybrid, Octane",1500,38172,1520000
Toyota Axio [ HYBRID X ] .. 2015,Toyota,Axio,2015,Automatic,Saloon,"Hybrid, Octane",1500,34560,1520000
Toyota Axio [.HYBRID X.] 2015,Toyota,Axio,2015,Automatic,Saloon,"Hybrid, Octane",1500,43107,1520000
Toyota Axio HYBRID [ X ] ... 2015,Toyota,Axio,2015,Automatic,Saloon,"Hybrid, Octane",1500,34560,1530000
Toyota Axio X- HYBRID 2015,Toyota,Axio,2015,Automatic,Saloon,"Hybrid, Octane",1500,37091,1520000
Toyota Axio X.HYBRID..... 2015,Toyota,Axio,2015,Automatic,Saloon,"Hybrid, Octane",1500,34550,1520000
Toyota Axio WHITE 2015,Toyota,Axio,2015,Automatic,Saloon,"Hybrid, Octane",1500,49521,1690000
Toyota Axio SILVER 2015,Toyota,Axio,2015,Automatic,Saloon,"Hybrid, Octane",2015,90238,1710000
Honda Grace EX PACKAGE 2015,Honda,Grace,2015,Automatic,Saloon,"Hybrid, Octane",1500,28700,1795000
Honda Grace LED HYBRID 2015,Honda,Grace,2015,Automatic,Saloon,"Hybrid, Octane",1500,49000,1990000
Honda Grace EX DHAKA READY 2015,Honda,Grace,2015,Automatic,Saloon,"Hybrid, Octane",1500,38000,2000000
Toyota Axio New Shape 2016,Toyota,Axio,2016,Automatic,Saloon,"Hybrid, Octane",1500,56000,1800000
Toyota Axio HYBRID 2016,Toyota,Axio,2016,Automatic,Saloon,"Hybrid, Octane",1500,131000,1829995
Toyota Axio [ .X..-..HYBRID ] 2016,Toyota,Axio,2016,Automatic,Saloon,"Hybrid, Octane",1500,29704,1620000
Toyota Axio [ HYBRID X ] .. 2016,Toyota,Axio,2016,Automatic,Saloon,"Hybrid, Octane",1500,34560,1620000
Toyota Axio HYBRID X 2016,Toyota,Axio,2016,Automatic,Saloon,"Hybrid, Octane",1500,31804,1620000
Toyota Axio X - HYBRID 2016,Toyota,Axio,2016,Automatic,Saloon,"Hybrid, Octane",1500,34072,1620000
Honda Grace Adorable Red 2016,Honda,Grace,2016,Automatic,Saloon,"Hybrid, Octane",1500,27000,2400000
Honda Grace [ ...EX... ] 2016,Honda,Grace,2016,Automatic,Saloon,"Hybrid, Octane",1500,29704,1920000
Honda Grace [ DX ] 2016,Honda,Grace,2016,Automatic,Saloon,"Hybrid, Octane",1500,31720,1650000
Honda Grace [. EX .] 2016,Honda,Grace,2016,Automatic,Saloon,"Hybrid, Octane",1500,37150,1920000
Honda Grace [..DX..] 2016,Honda,Grace,2016,Automatic,Saloon,"Hybrid, Octane",1500,34182,1650000
Honda Grace DX 2016,Honda,Grace,2016,Automatic,Saloon,"Hybrid, Octane",1500,34450,1650000
Honda Grace Dx/Black 2016,Honda,Grace,2016,Automatic,Saloon,"Hybrid, Octane",1500,50358,1895000
"Toyota Prius S TOURING PKG, 2016",Toyota,Prius,2016,Automatic,Saloon,"Hybrid, Octane",1800,88000,2650000
"Toyota Prius S TOURING PKG, BLACK 2016",Toyota,Prius,2016,Automatic,Saloon,"Hybrid, Octane",1800,100000,2650000
"Toyota Prius Sun Roof, Pearl 2016",Toyota,Prius,2016,Automatic,Saloon,"Hybrid, Octane",1800,54000,2800000
Honda Grace Beauty Queen 2017,Honda,Grace,2017,Automatic,Saloon,"Hybrid, Octane",1500,28000,2630000
Honda Grace New Shape Grey 2017,Honda,Grace,2017,Automatic,Saloon,"Hybrid, Octane",1500,23000,2450000
Honda Grace Ex sensing/Red 2017,Honda,Grace,2017,Automatic,Saloon,"Hybrid, Octane",1500,32463,2570000
Honda Grace EX.... 2017,Honda,Grace,2017,Automatic,Saloon,"Hybrid, Octane",1500,34520,2320000
Honda Grace PEARL 2017,Honda,Grace,2017,Automatic,Saloon,"Hybrid, Octane",1500,14939,2650000
Honda Grace BEAUTiFUL UNIT 2018,Honda,Grace,2018,Automatic,Saloon,"Hybrid, Octane",1500,25000,2650000
Honda Vezel GRADE 4.5 HYBRID 2014,Honda,Vezel,2014,Automatic,SUV / 4x4,"Hybrid, Octane",1500,45100,1900000
Lexus NX 300H FABULOUS RED 2015,Lexus,NX,2015,Automatic,SUV / 4x4,"Hybrid, Octane",2500,35120,7650000
Toyota Esquire [ HYBRID GI ] ... 2016,Toyota,Esquire,2016,Automatic,SUV / 4x4,"Hybrid, Octane",1800,34560,2980000
Toyota Esquire GI HYBRID. 2016,Toyota,Esquire,2016,Automatic,SUV / 4x4,"Hybrid, Octane",1800,38450,2980000
Toyota Harrier HYB ADV PREMIUM 360 2016,Toyota,Harrier,2016,Automatic,SUV / 4x4,"Hybrid, Octane",2500,39157,5300000
Toyota Noah [ G HYBRID ] ... 2016,Toyota,Noah,2016,Automatic,SUV / 4x4,"Hybrid, Octane",1800,38450,2750000
Toyota Noah [ HYBRID - X ] .. 2016,Toyota,Noah,2016,Automatic,SUV / 4x4,"Hybrid, Octane",1800,34560,2550000
Toyota Noah X.HYBRID 2016,Toyota,Noah,2016,Automatic,SUV / 4x4,"Hybrid, Octane",1800,38450,2580000
Mitsubishi Outlandar Pearl G LED 2016,Mitsubishi,Outlandar,2016,Automatic,SUV / 4x4,"Hybrid, Octane",2000,18000,4680000
Honda Vezel HYBRID . Z ... 2016,Honda,Vezel,2016,Automatic,SUV / 4x4,"Hybrid, Octane",1500,34560,2650000
Nissan X-Trail [ HYBRID - EMBP ] .. 2016,Nissan,X-Trail,2016,Automatic,SUV / 4x4,"Hybrid, Octane",2000,36550,3450000
Nissan X-Trail [ HYBRID - EMBP ] .> 2016,Nissan,X-Trail,2016,Automatic,SUV / 4x4,"Hybrid, Octane",2000,35650,3450000
"Toyota C-HR G LED PKG, BLACK 2017",Toyota,C-HR,2017,Automatic,SUV / 4x4,"Hybrid, Octane",1800,44600,3400000
"Toyota C-HR G LED PKG, GRAY T.T 2017",Toyota,C-HR,2017,Automatic,SUV / 4x4,"Hybrid, Octane",1800,66768,3250000
Toyota C-HR Hybrid 2017,Toyota,C-HR,2017,Automatic,SUV / 4x4,"Hybrid, Octane",1800,34563,2750000
Toyota C-HR Black G LED 2017,Toyota,C-HR,2017,Automatic,SUV / 4x4,"Hybrid, Octane",1800,20005,3080005
Toyota C-HR BOOST Impulse G LED 2017,Toyota,C-HR,2017,Automatic,SUV / 4x4,"Hybrid, Octane",1800,19005,3280005
Toyota C-HR Modellista G LED 2017,Toyota,C-HR,2017,Automatic,SUV / 4x4,"Hybrid, Octane",1800,22000,3250000
"Toyota C-HR G LED PKG, GRAY 2018",Toyota,C-HR,2018,Automatic,SUV / 4x4,"Hybrid, Octane",1800,65894,3400000
Nissan X-Trail HYBRID 2018,Nissan,X-Trail,2018,Automatic,SUV / 4x4,"Hybrid, Octane",2000,21817,4300000
"Nissan X-Trail Pro Pilot Grade 4,5 2018",Nissan,X-Trail,2018,Automatic,SUV / 4x4,"Hybrid, Octane",2000,31900,4642000
Toyota Fielder WXB HYBRID 2015,Toyota,Fielder,2015,Automatic,Saloon,"Hybrid, Octane, LPG",1500,24987,1950000
Toyota Fielder Brown G Pkg Hybrid 2014,Toyota,Fielder,2014,Automatic,Estate,"Hybrid, Octane",1500,109000,1750000
Toyota Fielder HYBRID G WxB BLACK 2014,Toyota,Fielder,2014,Automatic,Estate,"Hybrid, Octane",1500,84000,1750000
Toyota Aqua S_PKG_HYBRID_ORANGE 2014,Toyota,Aqua,2014,Automatic,Hatchback,"Hybrid, Octane",1500,136000,1350000
Toyota Prius Red S Touring Hybrid 2016,Toyota,Prius,2016,Automatic,Hatchback,"Hybrid, Octane",1800,79000,2700000
Honda Grace EX PKG SILVER MUGEN 2014,Honda,Grace,2014,Automatic,Saloon,"Hybrid, Octane",1500,32000,2000000
Toyota Premio Pearl_FL_New_Shape 2017,Toyota,Premio,2017,Automatic,Saloon,"Hybrid, Octane",1500,44000,3150000
Honda Vezel Z Pkg Hybrid WIne 2014,Honda,Vezel,2014,Automatic,SUV / 4x4,"Hybrid, Octane",1500,55000,2600000
Honda Vezel BLACK_Z_STYLE_HYBRID 2015,Honda,Vezel,2015,Automatic,SUV / 4x4,"Hybrid, Octane",1500,47000,2750000
Mitsubishi Lancer GLX 2006,Mitsubishi,Lancer,2006,Automatic,Saloon,LPG,1500,105000,755000
Honda S660 Turbo Charged 2015,Honda,S660,2015,Automatic,Convertible,Octane,660,10900,1850000
Nissan X-Trail Sunroof. 2016,Nissan,X-Trail,2016,Automatic,Convertible,Octane,1500,67000,4670000
Mazda RX-8 Sports Car 2005,Mazda,RX-8,2005,Automatic,Coupé/Sports,Octane,1300,25010,1550000
Toyota Land Cruiser 4WD 1995,Toyota,Land Cruiser,1995,Manual,Estate,Octane,2367,92458,750000
Toyota Corolla g editions filter 2005,Toyota,Corolla,2005,Automatic,Estate,Octane,1500,55256,1020000
Mazda Axela super fresh 2009,Mazda,Axela,2009,Automatic,Estate,Octane,1500,68452,1035000
Toyota Axio Fielder 2010,Toyota,Axio,2010,Automatic,Estate,Octane,1500,55000,1365000
Nissan Note G PKG 2010,Nissan,Note,2010,Automatic,Estate,Octane,1500,53840,1175000
Toyota Vitz Key Start 2010,Toyota,Vitz,2010,Automatic,Estate,Octane,1000,60000,845000
Toyota Corolla Rumion G Addition 2011,Toyota,Corolla,2011,Automatic,Estate,Octane,1500,56000,1450000
Toyota Sienta Read Wine 7Seat 2011,Toyota,Sienta,2011,Automatic,Estate,Octane,1500,41000,1260000
Toyota Axio g edition 2012,Toyota,Axio,2012,Automatic,Estate,Octane,1500,32323,1395000
Toyota Fielder mica blue g pkg 2012,Toyota,Fielder,2012,Automatic,Estate,Octane,1500,52800,1361000
Toyota Fielder X Limited. 2012,Toyota,Fielder,2012,Automatic,Estate,Octane,1500,57369,1355000
Toyota Wish Model- 2013,Toyota,Wish,2013,Automatic,Estate,Octane,1800,37000,2780000
Toyota Fielder G Silver PUSH SENSOR 2014,Toyota,Fielder,2014,Automatic,Estate,Octane,1500,188393,1660000
Toyota Hiace Gl All Auto 2016,Toyota,Hiace,2016,Automatic,Estate,Octane,2000,65000,2370000
Nissan X-Trail Mood. premium 2016,Nissan,X-Trail,2016,Automatic,Estate,Octane,2000,42000,4500000
Toyota Starlet reflect 1995,Toyota,Starlet,1995,Automatic,Hatchback,Octane,1500,143220,450000
Maruti Suzuki Alto 800 A/C Ok 2002,Maruti Suzuki,Alto 800,2002,Manual,Hatchback,Octane,800,57000,180000
Toyota ist G Grade Oil Run 2004,Toyota,ist,2004,Automatic,Hatchback,Octane,1300,69000,720000
Toyota Passo super fresh 2004,Toyota,Passo,2004,Automatic,Hatchback,Octane,1000,684552,545000
Toyota RunX very nice condition 2004,Toyota,RunX,2004,Automatic,Hatchback,Octane,1500,80000,880000
Nissan Tiida Super Condition 2004,Nissan,Tiida,2004,Automatic,Hatchback,Octane,1500,65000,860000
Toyota Raum G-Edition 2006,Toyota,Raum,2006,Automatic,Hatchback,Octane,1500,58652,985000
Suzuki Swift Vxi 2007,Suzuki,Swift,2007,Manual,Hatchback,Octane,1300,56975,460000
Chevrolet Spark 1.0 2008,Chevrolet,Spark,2008,Manual,Hatchback,Octane,1000,45000,400000
Toyota Vitz RS Push Octane1.5 2009,Toyota,Vitz,2009,Automatic,Hatchback,Octane,1500,60000,880000
Toyota Vitz Push Start 2010,Toyota,Vitz,2010,Automatic,Hatchback,Octane,1000,56192,870000
Toyota Vitz Super Fresh Octane 2010,Toyota,Vitz,2010,Automatic,Hatchback,Octane,1300,51504,950000
Suzuki Alto Ex Japan 2011,Suzuki,Alto,2011,Automatic,Hatchback,Octane,660,23500,590000
Toyota Axio X Fielder 2011,Toyota,Axio,2011,Automatic,Hatchback,Octane,1500,47000,1370000
Toyota Ractis G Push Start 2011,Toyota,Ractis,2011,Automatic,Hatchback,Octane,1500,56000,1190000
Toyota Vitz G Edition 2011,Toyota,Vitz,2011,Automatic,Hatchback,Octane,1329,71000,1050000
Toyota Vitz G PKG 2011,Toyota,Vitz,2011,Automatic,Hatchback,Octane,1300,37850,1095000
Toyota Vitz Jewela 2011,Toyota,Vitz,2011,Automatic,Hatchback,Octane,1300,86000,925000
Toyota Vitz G 2012,Toyota,Vitz,2012,Automatic,Hatchback,Octane,1000,56248,985000
Toyota Vitz G 2012,Toyota,Vitz,2012,Automatic,Hatchback,Octane,1300,48500,985000
Toyota Vitz S 2012,Toyota,Vitz,2012,Automatic,Hatchback,Octane,1300,45000,1200000
Toyota Vitz 2009,Toyota,Vitz,2015,Automatic,Hatchback,Octane,1000,73000,699000
Suzuki Swift Limited Edition 2017,Suzuki,Swift,2017,Manual,Hatchback,Octane,1300,26000,850000
Toyota v6 1995,Toyota,Other Model,1995,Automatic,MPV,Octane,3500,112255,1200000
Mitsubishi Pajero Mini 1995,Mitsubishi,Pajero,1995,Manual,MPV,Octane,1100,73000,310000
Honda CR-V Red Colour 1998,Honda,CR-V,1998,Automatic,MPV,Octane,2000,78671,830000
Honda HR-V G 2002,Honda,HR-V,2002,Automatic,MPV,Octane,1590,68000,860000
Toyota Prado Land Cruiser 2004,Toyota,Prado,2004,Automatic,MPV,Octane,2700,125000,1850000
Toyota Alphard Sports Edition 2005,Toyota,Alphard,2005,Automatic,MPV,Octane,2400,45000,1995000
Toyota Noah S 2005,Toyota,Noah,2005,Automatic,MPV,Octane,2000,82310,1200000
Toyota Passo city 2009,Toyota,Passo,2009,Automatic,MPV,Octane,1500,68320,1275000
Hyundai H1 super fresh octane 2010,Hyundai,H1,2010,Automatic,MPV,Octane,2400,65432,1580000
Suzuki 1200 2011,Suzuki,Other Model,2011,Manual,MPV,Octane,1200,89652,520000
Suzuki Ritz 2011,Suzuki,Other Model,2011,Manual,MPV,Octane,1200,89653,520000
Toyota Noah si 2012,Toyota,Noah,2012,Automatic,MPV,Octane,2000,48652,2370000
Toyota Noah si 2013,Toyota,Noah,2013,Automatic,MPV,Octane,2000,48000,2350000
Nissan SUCCESS 2013,Nissan,Other Model,2013,Manual,MPV,Octane,1500,58000,1100000
Toyota Hiace GL 2015,Toyota,Hiace,2015,Automatic,MPV,Octane,2000,31950,2295000
Toyota Noah AMBULANCE 2015,Toyota,Noah,2015,Automatic,MPV,Octane,2000,45000,1480000
Honda Vezel 2015,Honda,Vezel,2015,Automatic,MPV,Octane,1500,52000,2050000
Toyota Hiace DX DUAL AC 2016,Toyota,Hiace,2016,Automatic,MPV,Octane,2000,8000,2580000
Toyota Hiace SUPER GL PUSH LED 2016,Toyota,Hiace,2016,Automatic,MPV,Octane,2000,90000,3220000
Toyota Hiace TRH 200 2016,Toyota,Hiace,2016,Automatic,MPV,Octane,2000,87000,2380000
Toyota Hiace Dual AC GL Silver 2016,Toyota,Hiace,2016,Automatic,MPV,Octane,2000,20005,2580000
Toyota Hiace DX 2016,Toyota,Hiace,2016,Automatic,MPV,Octane,2000,75000,2350000
Toyota Hiace SUPER GL DUAL AC 2016,Toyota,Hiace,2016,Automatic,MPV,Octane,2000,45557,2850000
Toyota Hiace GL 2016,Toyota,Hiace,2016,Automatic,MPV,Octane,2000,39500,2450000
Toyota Voltz 2012,Toyota,Voltz,2012,Automatic,null,Octane,1000,45855,1180000
Toyota Mark II S package 1997,Toyota,Mark II,1997,Automatic,Saloon,Octane,1500,55000,850000
Toyota MR2 তেলে চালিত 1997,Toyota,MR2,1997,Automatic,Saloon,Octane,1500,55000,850000
Toyota Starlet 1994,Toyota,Starlet,1998,Manual,Saloon,Octane,1331,179724,300000
Honda City Octane Driven 2000,Honda,City,2000,Automatic,Saloon,Octane,1500,75000,490000
Toyota Corolla Octane Driven 2003,Toyota,Corolla,2003,Automatic,Saloon,Octane,1500,118164,910000
Nissan Sunny marun clour 2003,Nissan,Sunny,2003,Automatic,Saloon,Octane,1300,89000,490000
Toyota Corolla x model 2004,Toyota,Corolla,2004,Automatic,Saloon,Octane,1500,60000,948000
Toyota Mark II GX110 (35th) 2004,Toyota,Mark II,2004,Automatic,Saloon,Octane,2000,90000,1285000
Nissan Sunny 2004,Nissan,Sunny,2004,Automatic,Saloon,Octane,1500,78554,655000
BMW 320i 2005,BMW,320i,2005,Automatic,Saloon,Octane,2000,62000,2499999
Toyota Allion G PKG 2005,Toyota,Allion,2005,Automatic,Saloon,Octane,1500,87500,1180000
Toyota Allion option auto 2005,Toyota,Allion,2005,Automatic,Saloon,Octane,1500,69000,1145000
Honda Civic very nice condition 2005,Honda,Civic,2005,Automatic,Saloon,Octane,1500,78000,790000
Toyota Premio FL 2005,Toyota,Premio,2005,Automatic,Saloon,Octane,2000,24600,1250000
Toyota RAV4 RAV 4 2005,Toyota,RAV4,2005,Automatic,Saloon,Octane,1800,76200,1565000
Toyota Allion Standard package 2006,Toyota,Allion,2006,Automatic,Saloon,Octane,1500,84313,1330000
Toyota Allion G 2006,Toyota,Allion,2006,Automatic,Saloon,Octane,1500,69854,1330000
Nissan Bluebird sylphy 2006,Nissan,Bluebird,2006,Automatic,Saloon,Octane,1500,77000,1050000
Mitsubishi GLX very nice condition 2006,Mitsubishi,GLX,2006,Automatic,Saloon,Octane,1500,64000,750000
Toyota Premio G Pkg 2006,Toyota,Premio,2006,Automatic,Saloon,Octane,1500,65850,1350000
Maruti Suzuki WagonR manual gear 2006,Maruti Suzuki,WagonR,2006,Automatic,Saloon,Octane,1200,89000,370000
Toyota Premio F-super fresh octane 2007,Toyota,Premio,2007,Automatic,Saloon,Octane,1500,68543,1660000
Toyota Premio Radewen 2007,Toyota,Premio,2007,Automatic,Saloon,Octane,1500,61000,1530000
Toyota Premio G 2008,Toyota,Premio,2008,Automatic,Saloon,Octane,1500,45623,1650000
Toyota Premio F 2008,Toyota,Premio,2008,Automatic,Saloon,Octane,1500,67000,1660000
Toyota Axio x 2009,Toyota,Axio,2009,Automatic,Saloon,Octane,1500,67300,1195000
Toyota Premio G SUPER PUSH 2009,Toyota,Premio,2009,Automatic,Saloon,Octane,1500,75200,1825000
Toyota Premio F 2009,Toyota,Premio,2009,Automatic,Saloon,Octane,1500,41000,1670000
Nissan Sunny G- 2009,Nissan,Sunny,2009,Automatic,Saloon,Octane,1300,74812,820000
Nissan Tiida 2005,Nissan,Tiida,2009,Automatic,Saloon,Octane,1500,60015,785000
Toyota Allion A 15 G+ 2010,Toyota,Allion,2010,Automatic,Saloon,Octane,1500,62400,1720000
Toyota Allion A15 G+ 2010,Toyota,Allion,2010,Automatic,Saloon,Octane,1500,52202,1725000
Toyota Axio super fresh 2010,Toyota,Axio,2010,Automatic,Saloon,Octane,1500,62425,1275000
Mitsubishi Lancer EX Rockford GLS 2010,Mitsubishi,Lancer,2010,Automatic,Saloon,Octane,1500,68000,1190000
Toyota Premio NEW SHAPE 2010,Toyota,Premio,2010,Automatic,Saloon,Octane,1500,72100,1955000
Hyundai Sonata 2010,Hyundai,Sonata,2010,Automatic,Saloon,Octane,2000,76000,1850000
Toyota Vitz 2010,Toyota,Vitz,2010,Automatic,Saloon,Octane,1000,65000,720000
Toyota Axio G Ltd 2011,Toyota,Axio,2011,Automatic,Saloon,Octane,1500,47000,1375000
Toyota Axio G 2011,Toyota,Axio,2011,Automatic,Saloon,Octane,1500,50000,1355000
Toyota Axio G ltd 2011,Toyota,Axio,2011,Automatic,Saloon,Octane,1500,38550,1295000
Toyota Axio X Hid 2011,Toyota,Axio,2011,Automatic,Saloon,Octane,1500,70206,1350000
Toyota Passo sette g edition 2011,Toyota,Passo,2011,Automatic,Saloon,Octane,1500,32343,1390000
Toyota Premio EX 2011,Toyota,Premio,2011,Automatic,Saloon,Octane,1500,43000,1980000
Toyota Premio FL-HID. 2011,Toyota,Premio,2011,Automatic,Saloon,Octane,1500,68289,1895000
Toyota Premio G Superior 2011,Toyota,Premio,2011,Automatic,Saloon,Octane,1500,62000,1760000
Toyota Sienta 7seat+door power 2011,Toyota,Sienta,2011,Automatic,Saloon,Octane,1500,49536,1428000
Hyundai Sonata sunroof 2011,Hyundai,Sonata,2011,Automatic,Saloon,Octane,2000,42312,1950000
Suzuki Swift D-ZIRE 2011,Suzuki,Swift,2011,Manual,Saloon,Octane,1300,45000,750000
Suzuki Swift Trim 2011,Suzuki,Swift,2011,Manual,Saloon,Octane,1300,50000,660000
Toyota Vitz rx 2011,Toyota,Vitz,2011,Automatic,Saloon,Octane,1320,32432,1360000
Hyundai Accent blue 2012,Hyundai,Accent,2012,Automatic,Saloon,Octane,1500,54100,1020000
"Hyundai Accent Blue,Model- 2012",Hyundai,Accent,2012,Automatic,Saloon,Octane,1400,37000,1280000
Hyundai Accent blue 2012,Hyundai,Accent,2012,Automatic,Saloon,Octane,1400,52345,1230000
Hyundai Accent BLUE G PKG 2012,Hyundai,Accent,2012,Automatic,Saloon,Octane,1500,35850,1250000
"Toyota Auris s"" stails 2012",Toyota,Auris,2012,Automatic,Saloon,Octane,1500,48278,1475000
Toyota Axio super fresh octane 2012,Toyota,Axio,2012,Automatic,Saloon,Octane,1331,43212,1460000
Toyota Axio G- Edition 2012,Toyota,Axio,2012,Automatic,Saloon,Octane,1500,58278,1375000
Toyota Axio G Push Start 2012,Toyota,Axio,2012,Automatic,Saloon,Octane,1500,40000,1465000
Honda Insight G Hybrid 2012,Honda,Insight,2012,Automatic,Saloon,Octane,1500,46000,1443000
Toyota Premio G SUPER PUSH 2012,Toyota,Premio,2012,Automatic,Saloon,Octane,1500,63200,2090000
Toyota Premio G supar 2012,Toyota,Premio,2012,Automatic,Saloon,Octane,1500,52000,2050000
Toyota Allion G Edition 2013,Toyota,Allion,2013,Automatic,Saloon,Octane,1500,61000,1950000
